authors,title,abstract,publication_year,doi,url
"Andrei{-}Marius Avram and
George{-}Eduard Zaharia and
Dumitru{-}Clementin Cercel and
Mihai Dascalu","{UPB} at SemEval-2021 Task 8: Extracting Semantic Information on Measurements
as Multi-Turn Question Answering",,2021,https://doi.org/10.18653/v1/2021.semeval-1.65,https://doi.org/10.18653/v1/2021.semeval-1.65
"Rajat Koner and
Hang Li and
Marcel Hildebrandt and
Deepan Das and
Volker Tresp and
Stephan G{\""{u}}nnemann",Graphhopper: Multi-hop Scene Graph Reasoning for Visual Question Answering,,2021,https://doi.org/10.1007/978-3-030-88361-4\_7,https://doi.org/10.1007/978-3-030-88361-4\_7
"Rui Yan and
Weiheng Liao and
Jianwei Cui and
Hailei Zhang and
Yichuan Hu and
Dongyan Zhao","Multilingual {COVID-QA:} Learning towards Global Information Sharing
via Web Question Answering in Multiple Languages",,2021,https://doi.org/10.1145/3442381.3449991,https://doi.org/10.1145/3442381.3449991
"Cen Chen and
Chengyu Wang and
Minghui Qiu and
Dehong Gao and
Linbo Jin and
Wang Li","Cross-domain Knowledge Distillation for Retrieval-based Question Answering
Systems",,2021,https://doi.org/10.1145/3442381.3449814,https://doi.org/10.1145/3442381.3449814
Yingting Li,"Counterfactual-Augmented Data for Multi-Hop Knowledge Base Question
Answering",,2021,https://doi.org/10.1145/3442442.3453706,https://doi.org/10.1145/3442442.3453706
"Andrei{-}Marius Avram and
George{-}Eduard Zaharia and
Dumitru{-}Clementin Cercel and
Mihai Dascalu","{UPB} at SemEval-2021 Task 8: Extracting Semantic Information on Measurements
as Multi-Turn Question Answering",,2021,,https://arxiv.org/abs/2104.04549
"Jiaxin Shi and
Shulin Cao and
Lei Hou and
Juanzi Li and
Hanwang Zhang","TransferNet: An Effective and Transparent Framework for Multi-hop
Question Answering over Relation Graph",,2021,,https://arxiv.org/abs/2104.07302
"Nick McKenna and
Liane Guillou and
Mohammad Javad Hosseini and
Sander Bijl de Vroe and
Mark Steedman",Multivalent Entailment Graphs for Question Answering,,2021,,https://arxiv.org/abs/2104.07846
"Yongqi Li and
Wenjie Li and
Liqiang Nie","A Graph-guided Multi-round Retrieval Method for Conversational Open-domain
Question Answering",,2021,,https://arxiv.org/abs/2104.08443
"Weiwen Xu and
Huihui Zhang and
Deng Cai and
Wai Lam","Dynamic Semantic Graph Construction and Reasoning for Explainable
Multi-hop Science Question Answering",,2021,,https://arxiv.org/abs/2105.11776
"Rajat Koner and
Hang Li and
Marcel Hildebrandt and
Deepan Das and
Volker Tresp and
Stephan G{\""{u}}nnemann",Graphhopper: Multi-Hop Scene Graph Reasoning for Visual Question Answering,,2021,,https://arxiv.org/abs/2107.06325
"Zizheng Lin and
Haowen Ke and
Ngo{-}Yin Wong and
Jiaxin Bai and
Yangqiu Song and
Huan Zhao and
Junpeng Ye","Multi-Relational Graph based Heterogeneous Multi-Task Learning in
Community Question Answering",,2021,,https://arxiv.org/abs/2110.02059
"Weiqiang Jin and
Hang Yu and
Xi Tao and
Ruiping Yin","Improving Embedded Knowledge Graph Multi-hop Question Answering by
introducing Relational Chain Reasoning",,2021,,https://arxiv.org/abs/2110.12679
"Guanglin Niu and
Yang Li and
Chengguang Tang and
Zhongkai Hu and
Shibin Yang and
Peng Li and
Chengyu Wang and
Hao Wang and
Jian Sun","Path-Enhanced Multi-Relational Question Answering with Knowledge Graph
Embeddings",,2021,,https://arxiv.org/abs/2110.15622
"Jianyun Zou and
Min Yang and
Lichao Zhang and
Yechen Xu and
Qifan Pan and
Fengqing Jiang and
Ran Qin and
Shushu Wang and
Yifan He and
Songfang Huang and
Zhou Zhao",A Chinese Multi-type Complex Questions Answering Dataset over Wikidata,,2021,,https://arxiv.org/abs/2111.06086
"Junbin Xiao and
Angela Yao and
Zhiyuan Liu and
Yicong Li and
Wei Ji and
Tat{-}Seng Chua",Video as Conditional Graph Hierarchy for Multi-Granular Question Answering,,2021,,https://arxiv.org/abs/2112.06197
"Jianjian Cao and
Xiameng Qin and
Sanyuan Zhao and
Jianbing Shen","Bilateral Cross-Modality Graph Matching Attention for Feature Fusion
in Visual Question Answering",,2021,,https://arxiv.org/abs/2112.07270
"Vishwajeet Kumar and
Saneem A. Chemmengath and
Yash Gupta and
Jaydeep Sen and
Samarth Bharadwaj and
Soumen Chakrabarti","Multi-Instance Training for Question Answering Across Table and Linked
Text",,2021,,https://arxiv.org/abs/2112.07337
"Shen Gao and
Yuchi Zhang and
Yongliang Wang and
Yang Dong and
Xiuying Chen and
Dongyan Zhao and
Rui Yan","HeteroQA: Learning towards Question-and-Answering through Multiple
Information Sources via Heterogeneous Graph Modeling",,2021,,https://arxiv.org/abs/2112.13597
"Min Zhang and
Feng Li and
Yang Wang and
Zequn Zhang and
Yanhai Zhou and
Xiaoyu Li","Coarse and Fine Granularity Graph Reasoning for Interpretable Multi-Hop
Question Answering",,2020,https://doi.org/10.1109/ACCESS.2020.2981134,https://doi.org/10.1109/ACCESS.2020.2981134
"Mehrdad Alizadeh and
Barbara Di Eugenio","Incorporating Verb Semantic Information in Visual Question Answering
Through Multitask Learning Paradigm",,2020,https://doi.org/10.1142/S1793351X20400085,https://doi.org/10.1142/S1793351X20400085
"Xu Wang and
Shuai Zhao and
Bo Cheng and
Jiale Han and
Yingting Li and
Hao Yang and
Guoshun Nan","{HGMAN:} Multi-Hop and Multi-Answer Question Answering Based on Heterogeneous
Knowledge Graph (Student Abstract)",,2020,,https://ojs.aaai.org/index.php/AAAI/article/view/7249
"Zihan Xu and
Hai{-}Tao Zheng and
Shaopeng Zhai and
Dong Wang","Knowledge and Cross-Pair Pattern Guided Semantic Matching for Question
Answering",,2020,,https://ojs.aaai.org/index.php/AAAI/article/view/6478
Xuanyu Zhang,"{CFGNN:} Cross Flow Graph Neural Networks for Question Answering on
Complex Tables",,2020,,https://ojs.aaai.org/index.php/AAAI/article/view/6506
"Xing David Wang and
Leon Weber and
Ulf Leser",Biomedical Event Extraction as Multi-turn Question Answering,,2020,https://doi.org/10.18653/v1/2020.louhi-1.10,https://doi.org/10.18653/v1/2020.louhi-1.10
Mahmoud Khademi,Multimodal Neural Graph Memory Networks for Visual Question Answering,,2020,https://doi.org/10.18653/v1/2020.acl-main.643,https://doi.org/10.18653/v1/2020.acl-main.643
"Yunshi Lan and
Jing Jiang","Query Graph Generation for Answering Multi-hop Complex Questions from
Knowledge Bases",,2020,https://doi.org/10.18653/v1/2020.acl-main.91,https://doi.org/10.18653/v1/2020.acl-main.91
"Apoorv Saxena and
Aditay Tripathi and
Partha P. Talukdar","Improving Multi-hop Question Answering over Knowledge Graphs using
Knowledge Base Embeddings",,2020,https://doi.org/10.18653/v1/2020.acl-main.412,https://doi.org/10.18653/v1/2020.acl-main.412
"Qianglong Chen and
Feng Ji and
Haiqing Chen and
Yin Zhang","Improving Commonsense Question Answering by Graph-based Iterative
Retrieval over Multiple Knowledge Sources",,2020,https://doi.org/10.18653/v1/2020.coling-main.232,https://doi.org/10.18653/v1/2020.coling-main.232
"Yuwei Fang and
Siqi Sun and
Zhe Gan and
Rohit Pillai and
Shuohang Wang and
Jingjing Liu",Hierarchical Graph Network for Multi-hop Question Answering,,2020,https://doi.org/10.18653/v1/2020.emnlp-main.710,https://doi.org/10.18653/v1/2020.emnlp-main.710
"Nan Shao and
Yiming Cui and
Ting Liu and
Shijin Wang and
Guoping Hu",Is Graph Structure Necessary for Multi-hop Question Answering?,,2020,https://doi.org/10.18653/v1/2020.emnlp-main.583,https://doi.org/10.18653/v1/2020.emnlp-main.583
"Yaoyuan Liang and
Xin Wang and
Xuguang Duan and
Wenwu Zhu","Multi-modal Contextual Graph Neural Network for Text Visual Question
Answering",,2020,https://doi.org/10.1109/ICPR48806.2021.9412891,https://doi.org/10.1109/ICPR48806.2021.9412891
"Jun Hu and
Quan Fang and
Shengsheng Qian and
Changsheng Xu","Multi-modal Attentive Graph Pooling Model for Community Question Answer
Matching",,2020,https://doi.org/10.1145/3394171.3413711,https://doi.org/10.1145/3394171.3413711
"Raeid Saqur and
Karthik Narasimhan","Multimodal Graph Networks for Compositional Generalization in Visual
Question Answering",,2020,,https://proceedings.neurips.cc/paper/2020/hash/1fd6c4e41e2c6a6b092eb13ee72bce95-Abstract.html
"Mehrdad Alizadeh and
Barbara Di Eugenio","Augmenting Visual Question Answering with Semantic Frame Information
in a Multitask Learning Approach",,2020,https://doi.org/10.1109/ICSC.2020.00013,https://doi.org/10.1109/ICSC.2020.00013
"Wenxuan Zhang and
Yang Deng and
Wai Lam","Answer Ranking for Product-Related Questions via Multiple Semantic
Relations Modeling",,2020,https://doi.org/10.1145/3397271.3401166,https://doi.org/10.1145/3397271.3401166
"Nhuan D. To and
Marek Reformat","Question-Answering System with Linguistic Terms over {RDF} Knowledge
Graphs",,2020,https://doi.org/10.1109/SMC42975.2020.9282949,https://doi.org/10.1109/SMC42975.2020.9282949
"Yunqi Qiu and
Yuanzhuo Wang and
Xiaolong Jin and
Kun Zhang","Stepwise Reasoning for Multi-Relation Question Answering over Knowledge
Graph with Weak Supervision",,2020,https://doi.org/10.1145/3336191.3371812,https://doi.org/10.1145/3336191.3371812
"Ze Yang and
Linjun Shou and
Ming Gong and
Wutao Lin and
Daxin Jiang","Model Compression with Two-stage Multi-teacher Knowledge Distillation
for Web Question Answering System",,2020,https://doi.org/10.1145/3336191.3371792,https://doi.org/10.1145/3336191.3371792
"Yuqing Xie and
Wei Yang and
Luchen Tan and
Kun Xiong and
Nicholas Jing Yuan and
Baoxing Huai and
Ming Li and
Jimmy Lin","Distant Supervision for Multi-Stage Fine-Tuning in Retrieval-Based
Question Answering",,2020,https://doi.org/10.1145/3366423.3380060,https://doi.org/10.1145/3366423.3380060
"Mehrdad Alizadeh and
Barbara Di Eugenio","Augmenting Visual Question Answering with Semantic Frame Information
in a Multitask Learning Approach",,2020,,https://arxiv.org/abs/2001.11673
Guanming Xiong,Fine-tuning Multi-hop Question Answering with Hierarchical Graph Network,,2020,,https://arxiv.org/abs/2004.13821
"Wenxuan Zhang and
Yang Deng and
Wai Lam","Answer Ranking for Product-Related Questions via Multiple Semantic
Relations Modeling",,2020,,https://arxiv.org/abs/2006.15599
"Qianglong Chen and
Feng Ji and
Haiqing Chen and
Yin Zhang","Improving Commonsense Question Answering by Graph-based Iterative
Retrieval over Multiple Knowledge Sources",,2020,,https://arxiv.org/abs/2011.02705
Sherzod Hakimov,"Learning Multilingual Semantic Parsers for Question Answering over
Linked Data. {A} comparison of neural and probabilistic graphical
model architectures",,2019,,https://pub.uni-bielefeld.de/record/2935619
"Lei Sang and
Min Xu and
Shengsheng Qian and
Xindong Wu","Multi-modal multi-view Bayesian semantic embedding for community question
answering",,2019,https://doi.org/10.1016/j.neucom.2018.12.067,https://doi.org/10.1016/j.neucom.2018.12.067
"Denis Andrei de Ara{\'{u}}jo and
Sandro Jos{\'{e}} Rigo and
Bruna Koch Schmitt and
Alencar Hentges","A linguistic approach to short sentences keywords identification for
a question answering system",,2019,https://doi.org/10.1504/IJWET.2019.105593,https://doi.org/10.1504/IJWET.2019.105593
"Qun Li and
Fu Xiao and
Le An and
Xianzhong Long and
Xiaochuan Sun",Semantic Concept Network and Deep Walk-based Visual Question Answering,,2019,https://doi.org/10.1145/3300938,https://doi.org/10.1145/3300938
"Daesik Kim and
Seonhoon Kim and
Nojun Kwak","Textbook Question Answering with Multi-modal Context Graph Understanding
and Self-supervised Open-set Comprehension",,2019,https://doi.org/10.18653/v1/p19-1347,https://doi.org/10.18653/v1/p19-1347
"Zhengwei Zhao and
Xiaodong Wang and
Xiaowei Xu and
Qing Wang",Multi-Modal Question Answering System Driven by Domain Knowledge Graph,,2019,https://doi.org/10.1109/BIGCOM.2019.00015,https://doi.org/10.1109/BIGCOM.2019.00015
"Qi Song and
Mohammad Hossein Namaki and
Yinghui Wu",Answering Why-Questions for Subgraph Queries in Multi-attributed Graphs,,2019,https://doi.org/10.1109/ICDE.2019.00013,https://doi.org/10.1109/ICDE.2019.00013
"Qiang Huang and
Jianhui Bu and
Weijian Xie and
Shengwen Yang and
Weijia Wu and
Liping Liu","Multi-task Sentence Encoding Model for Semantic Retrieval in Question
Answering Systems",,2019,https://doi.org/10.1109/IJCNN.2019.8852327,https://doi.org/10.1109/IJCNN.2019.8852327
"Wafa Wali and
Fatma Ghorbel and
Bilel Gargouri and
Fay{\c{c}}al Hamdi and
Elisabeth M{\'{e}}tais","A Multilingual Semantic Similarity-Based Approach for Question-Answering
Systems",,2019,https://doi.org/10.1007/978-3-030-29551-6\_54,https://doi.org/10.1007/978-3-030-29551-6\_54
"Jun Hu and
Shengsheng Qian and
Quan Fang and
Changsheng Xu","Hierarchical Graph Semantic Pooling Network for Multi-modal Community
Question Answer Matching",,2019,https://doi.org/10.1145/3343031.3350966,https://doi.org/10.1145/3343031.3350966
"Yu Cao and
Meng Fang and
Dacheng Tao","{BAG:} Bi-directional Attention Entity Graph Convolutional Network
for Multi-hop Reasoning Question Answering",,2019,https://doi.org/10.18653/v1/n19-1032,https://doi.org/10.18653/v1/n19-1032
"Xiaolu Lu and
Soumajit Pramanik and
Rishiraj Saha Roy and
Abdalghani Abujabal and
Yafang Wang and
Gerhard Weikum","Answering Complex Questions by Joining Multi-Document Evidence with
Quasi Knowledge Graphs",,2019,https://doi.org/10.1145/3331184.3331252,https://doi.org/10.1145/3331184.3331252
"Mokanarangan Thayaparan and
Marco Valentino and
Viktor Schlegel and
Andr{\'{e}} Freitas","Identifying Supporting Facts for Multi-hop Question Answering with
Document Graph Networks",,2019,https://doi.org/10.18653/v1/D19-5306,https://doi.org/10.18653/v1/D19-5306
"Andreas R{\""{u}}ckl{\'{e}} and
Krishnkant Swarnkar and
Iryna Gurevych",Improved Cross-Lingual Question Retrieval for Community Question Answering,,2019,https://doi.org/10.1145/3308558.3313502,https://doi.org/10.1145/3308558.3313502
"Tiago Santos and
Simon Walk and
Roman Kern and
Markus Strohmaier and
Denis Helic","Self- and Cross-Excitation in Stack Exchange Question {\&} Answer
Communities",,2019,https://doi.org/10.1145/3308558.3313440,https://doi.org/10.1145/3308558.3313440
"Yu Cao and
Meng Fang and
Dacheng Tao","{BAG:} Bi-directional Attention Entity Graph Convolutional Network
for Multi-hop Reasoning Question Answering",,2019,,http://arxiv.org/abs/1904.04969
"Ze Yang and
Linjun Shou and
Ming Gong and
Wutao Lin and
Daxin Jiang","Model Compression with Multi-Task Knowledge Distillation for Web-scale
Question Answering System",,2019,,http://arxiv.org/abs/1904.09636
"Xiaolu Lu and
Soumajit Pramanik and
Rishiraj Saha Roy and
Abdalghani Abujabal and
Yafang Wang and
Gerhard Weikum","Answering Complex Questions by Joining Multi-Document Evidence with
Quasi Knowledge Graphs",,2019,,http://arxiv.org/abs/1908.00469
"Mokanarangan Thayaparan and
Marco Valentino and
Viktor Schlegel and
Andr{\'{e}} Freitas","Identifying Supporting Facts for Multi-hop Question Answering with
Document Graph Networks",,2019,,http://arxiv.org/abs/1910.00290
"Ze Yang and
Linjun Shou and
Ming Gong and
Wutao Lin and
Daxin Jiang","Model Compression with Two-stage Multi-teacher Knowledge Distillation
for Web Question Answering System",,2019,,http://arxiv.org/abs/1910.08381
"Yuwei Fang and
Siqi Sun and
Zhe Gan and
Rohit Pillai and
Shuohang Wang and
Jingjing Liu",Hierarchical Graph Network for Multi-hop Question Answering,,2019,,http://arxiv.org/abs/1911.03631
"Li Zhou and
Kevin Small","Multi-domain Dialogue State Tracking as Dynamic Knowledge Graph Enhanced
Question Answering",,2019,,http://arxiv.org/abs/1911.06192
"Qiang Huang and
Jianhui Bu and
Weijian Xie and
Shengwen Yang and
Weijia Wu and
Liping Liu","Multi-task Sentence Encoding Model for Semantic Retrieval in Question
Answering Systems",,2019,,http://arxiv.org/abs/1911.07405
"Meng Wang and
Weitong Chen and
Sen Wang and
Jun Liu and
Xue Li and
Bela Stantic",Answering why-not questions on semantic multimedia queries,,2018,https://doi.org/10.1007/s11042-017-5151-6,https://doi.org/10.1007/s11042-017-5151-6
"Zhenguang Liu and
Yingjie Xia and
Qi Liu and
Qinming He and
Chao Zhang and
Roger Zimmermann","Toward Personalized Activity Level Prediction in Community Question
Answering Websites",,2018,https://doi.org/10.1145/3187011,https://doi.org/10.1145/3187011
"Jingyao Zhang and
Yuncheng Hua and
Guilin Qi and
Daiqing Qi",Semantic Parsing for Multiple-relation Chinese Question Answering,,2018,,http://ceur-ws.org/Vol-2242/paper15.pdf
"Jiwei Ding and
Yuan Wang and
Wei Hu and
Linfeng Shi and
Yuzhong Qu","Answering Multiple-Choice Questions in Geographical Gaokao with a
Concept Graph",,2018,https://doi.org/10.1007/978-3-319-93417-4\_11,https://doi.org/10.1007/978-3-319-93417-4\_11
"Thomas Pellissier Tanon and
Marcos Dias de Assun{\c{c}}{\~{a}}o and
Eddy Caron and
Fabian M. Suchanek","Demoing Platypus - {A} Multilingual Question Answering Platform for
Wikidata",,2018,https://doi.org/10.1007/978-3-319-98192-5\_21,https://doi.org/10.1007/978-3-319-98192-5\_21
"Sherzod Hakimov and
Soufian Jebbara and
Philipp Cimiano","{AMUSE:} Multilingual Semantic Parsing for Question Answering over
Linked Data",,2018,,http://arxiv.org/abs/1802.09296
"Liangfu Cao and
Lianli Gao and
Jingkuan Song and
Xing Xu and
Heng Tao Shen","Jointly Learning Attentions with Semantic Cross-Modal Correlation
for Visual Question Answering",,2017,https://doi.org/10.1007/978-3-319-68155-9\_19,https://doi.org/10.1007/978-3-319-68155-9\_19
"Sherzod Hakimov and
Soufian Jebbara and
Philipp Cimiano","{AMUSE:} Multilingual Semantic Parsing for Question Answering over
Linked Data",,2017,https://doi.org/10.1007/978-3-319-68288-4\_20,https://doi.org/10.1007/978-3-319-68288-4\_20
"Huadong Li and
Yafang Wang and
Gerard de Melo and
Changhe Tu and
Baoquan Chen","Multimodal Question Answering over Structured Data with Ambiguous
Entities",,2017,https://doi.org/10.1145/3041021.3054135,https://doi.org/10.1145/3041021.3054135
"Jun Araki and
Dheeraj Rajagopal and
Sreecharan Sankaranarayanan and
Susan Holm and
Yukari Yamakawa and
Teruko Mitamura","Generating Questions and Multiple-Choice Answers using Semantic Analysis
of Texts",,2016,,https://aclanthology.org/C16-1107/
Amir Pouran Ben Veyseh,Cross-Lingual Question Answering Using Common Semantic Space,,2016,https://doi.org/10.18653/v1/w16-1403,https://doi.org/10.18653/v1/w16-1403
"George Gkotsis and
Maria Liakata and
Karen Stepanyan and
John Domingue","{ACQUA:} Automated Community-based Question Answering through the
Discretisation of Shallow Linguistic Features",,2015,https://doi.org/10.1561/106.00000001,https://doi.org/10.1561/106.00000001
"Melissa G. Ocepek and
Lynn Westbrook","Question, answer, compare: a cross-category comparison of answers
on question and answer websites",,2015,https://doi.org/10.1080/13614568.2015.1036134,https://doi.org/10.1080/13614568.2015.1036134
Marta Gatius,"Adaptive Generation of Multilingual Questions and Answers from Web
Content",,2015,https://doi.org/10.1109/DEXA.2015.72,https://doi.org/10.1109/DEXA.2015.72
Mathieu{-}Henri Falco,"R{\'{e}}pondre {\`{a}} des questions {\`{a}} r{\'{e}}ponses multiples
sur le Web. (Answering multiple answer questions from the Web)",,2014,,https://tel.archives-ouvertes.fr/tel-01015869
